ID,nombre,plataforma,año_de_lanzamiento,género,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
1384,Doukoku Shoshite...,SAT,1998.0,Adventure,Data East,0.0,0.0,0.11,0.0
1385,Dragon Force II: Kamisarishi Daichi ni,SAT,1998.0,Strategy,Sega,0.0,0.0,0.08,0.0
1386,Dragon Warrior Monsters,GB,1998.0,Role-Playing,Eidos Interactive,0.0,0.0,2.34,0.01
1387,Dragonseeds,PS,1998.0,Action,Jaleco,0.03,0.02,0.04,0.01
1388,Duke Nukem: Time to Kill,PS,1998.0,Shooter,Take-Two Interactive,0.77,0.54,0.0,0.07
1389,Echo Night,PS,1998.0,Adventure,From Software,0.03,0.02,0.07,0.01
1390,Ehrgeiz,PS,1998.0,Fighting,SquareSoft,0.17,0.12,0.0,0.02
1391,Eve: The Lost One,SAT,1998.0,Adventure,Imagineer,0.0,0.0,0.16,0.0
1392,Evil Zone,PS,1998.0,Fighting,Titus,0.14,0.1,0.0,0.02
1393,Extreme-G: XG2,N64,1998.0,Racing,Acclaim Entertainment,0.31,0.07,0.0,0.0
1394,F-1 World Grand Prix,N64,1998.0,Racing,Video System,0.46,0.96,0.09,0.08
1395,F-Zero X,N64,1998.0,Racing,Nintendo,0.45,0.33,0.29,0.03
1396,FIFA 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14
1397,FIFA 99,N64,1998.0,Sports,Electronic Arts,0.11,0.39,0.0,0.03
1398,Fear Effect,PS,1998.0,Action,Eidos Interactive,0.4,0.27,0.0,0.05
1399,Fighter Maker,PS,1998.0,Fighting,Agetec,0.05,0.04,0.07,0.01
1400,Fighters Destiny,N64,1998.0,Fighting,Ocean,0.13,0.03,0.0,0.0
1401,Final Fantasy V,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01
1402,Forsaken,PS,1998.0,Shooter,Acclaim Entertainment,0.13,0.09,0.0,0.02
1403,Fox Sports College Hoops '99,N64,1998.0,Sports,Fox Interactive,0.2,0.05,0.0,0.0
1404,GT64 Championship Edition,N64,1998.0,Racing,Ocean,0.08,0.02,0.0,0.0
1405,Gex 64: Enter the Gecko,N64,1998.0,Action,GT Interactive,0.2,0.05,0.0,0.0
1406,Gex: Enter the Gecko,PS,1998.0,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04
1407,Glover,N64,1998.0,Platform,Hasbro Interactive,0.72,0.17,0.0,0.01
1408,Godzilla Generations,DC,1998.0,Action,Sega,0.0,0.0,0.08,0.0
1409,Goemon's Great Adventure,N64,1998.0,Platform,Konami Digital Entertainment,0.06,0.02,0.13,0.1
1410,Golden Nugget 64,N64,1998.0,Misc,Electronic Arts,0.07,0.02,0.0,0.0
1411,Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22
1412,"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998.0,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01
1413,Guardian's Crusade,PS,1998.0,Role-Playing,Activision,0.07,0.05,0.0,0.01
1414,Guilty Gear,PS,1998.0,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01
1415,GunGriffon II,SAT,1998.0,Simulation,ESP,0.0,0.0,0.06,0.0
1416,Gundam Battle Assault,PS,1998.0,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02
1417,Heart of Darkness,PS,1998.0,Platform,Ocean,0.18,0.12,0.0,0.02
1418,Hello Kitty's Cube Frenzy,PS,1998.0,Puzzle,Culture Publishers,0.05,0.03,0.0,0.01
1419,"Hey You, Pikachu!",N64,1998.0,Simulation,Nintendo,0.83,0.06,0.93,0.0
1420,Highschool Terra Story,SAT,1998.0,Adventure,KID,0.0,0.0,0.03,0.0
1421,Homeworld,PC,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0
1422,Houshinengi,PS,1998.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01
1423,ISS Pro Evolution,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05
1424,Iggy's Reckin' Balls,N64,1998.0,Racing,Acclaim Entertainment,0.06,0.02,0.0,0.0
1425,International Superstar Soccer '98,N64,1998.0,Sports,Konami Digital Entertainment,0.06,0.3,0.19,0.03
1426,International Superstar Soccer Pro '98,PS,1998.0,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03
1427,Invasion From Beyond,PS,1998.0,Shooter,GT Interactive,0.05,0.03,0.0,0.01
1428,Irritating Stick,PS,1998.0,Action,Saurus,0.01,0.01,0.0,0.0
1429,JGTC: All-Japan Grand Touring Car Championship,PS,1998.0,Racing,TYO,0.23,0.16,0.0,0.03
1430,Jade Cocoon: Story of the Tamamayu,PS,1998.0,Role-Playing,Crave Entertainment,0.15,0.1,0.0,0.02
1431,Jampack Winter '98,PS,1998.0,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07
1432,Jeopardy!,N64,1998.0,Misc,GameTek,0.08,0.02,0.0,0.0
1433,Jeremy McGrath Supercross 98,PS,1998.0,Racing,Acclaim Entertainment,0.91,0.1,0.0,0.03
1434,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.55,0.04
1435,Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.25,0.02
1436,Jikkyou Powerful Pro Yakyuu 5,N64,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.0
1437,July,DC,1998.0,Adventure,Fortyfive,0.0,0.0,0.06,0.0
1438,Kagero: Deception II,PS,1998.0,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02
1439,Kartia: The Word of Fate,PS,1998.0,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01
1440,Kawa no Nushi Tsuri,PS,1998.0,Sports,Victor Interactive,0.0,0.0,0.15,0.01
1441,Kidou Senshi Gundam: Giren no Yabou,SAT,1998.0,Strategy,Namco Bandai Games,0.0,0.0,0.25,0.0
1442,Knife Edge: NoseGunner,N64,1998.0,Shooter,Mitsui,0.06,0.02,0.0,0.0
1443,Kobe Bryant in NBA Courtside,N64,1998.0,Sports,Nintendo,1.02,0.13,0.04,0.01
1444,Kurushi Final: Mental Blocks,PS,1998.0,Puzzle,Sony Computer Entertainment,0.0,0.0,0.32,0.02
1445,Langrisser V: The End of Legend,SAT,1998.0,Strategy,NCS,0.0,0.0,0.09,0.0
1446,Legend of Legaia,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04
1447,Lode Runner 3-D,N64,1998.0,Action,Infogrames,0.08,0.02,0.0,0.0
1448,Lucky Luke,PS,1998.0,Platform,Ocean,0.13,0.09,0.0,0.02
1449,Lunar 2: Eternal Blue,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.12,0.0
1450,Lunar: Silver Star Story Complete,PS,1998.0,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04
1451,MLB 99,PS,1998.0,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06
1452,Madden NFL 2000,PS,1998.0,Sports,Electronic Arts,1.68,0.04,0.0,0.04
1453,Madden NFL 99,N64,1998.0,Sports,Electronic Arts,0.84,0.05,0.0,0.01
1454,Madden NFL 99,N64,1998.0,Sports,Electronic Arts,0.84,0.05,0.0,0.01
1455,Madden NFL 99,PS,1998.0,Sports,Electronic Arts,1.66,0.04,0.0,0.04
1456,Madden NFL 99,PS,1998.0,Sports,Electronic Arts,1.66,0.04,0.0,0.04
1457,Madou Monogatari,SAT,1998.0,Role-Playing,Compile,0.0,0.0,0.03,0.0
1458,Major League Baseball Featuring Ken Griffey Jr,N64,1998.0,Sports,Nintendo,0.75,0.03,0.0,0.01
1459,Mario Party,N64,1998.0,Misc,Nintendo,1.25,0.53,0.87,0.05
1460,Marvel Super Heroes vs. Street Fighter,PS,1998.0,Fighting,Virgin Interactive,0.14,0.1,0.0,0.02
1461,Medal of Honor,PS,1998.0,Shooter,Electronic Arts,1.44,1.09,0.0,0.14
1462,Medal of Honor,PS,1998.0,Shooter,Electronic Arts,1.44,1.09,0.0,0.14
1463,Medal of Honor,PS,1998.0,Shooter,Electronic Arts,1.44,1.09,0.0,0.14
1464,MediEvil,PS,1998.0,Platform,Sony Computer Entertainment,0.46,0.31,0.0,0.05
1465,Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24
1466,Mike Piazza's Strike Zone,N64,1998.0,Sports,GT Interactive,0.05,0.01,0.0,0.0
1467,Milo's Astro Lanes,N64,1998.0,Sports,Interplay,0.08,0.02,0.0,0.0
1468,Monkey Hero,PS,1998.0,Action,Take-Two Interactive,0.04,0.03,0.0,0.0
1469,Monster Rancher 2,PS,1998.0,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07
1470,Mortal Kombat 4,PS,1998.0,Fighting,GT Interactive,0.81,0.55,0.0,0.1
1471,Mortal Kombat 4,N64,1998.0,Fighting,GT Interactive,0.55,0.17,0.0,0.01
1472,MotorHead,PS,1998.0,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0
1473,N2O: Nitrous Oxide,PS,1998.0,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01
1474,NASCAR 99,PS,1998.0,Racing,Electronic Arts,1.45,0.04,0.0,0.04
1475,NASCAR 99,PS,1998.0,Racing,Electronic Arts,1.45,0.04,0.0,0.04
1476,NASCAR 99,N64,1998.0,Racing,Electronic Arts,0.94,0.04,0.0,0.01
1477,NASCAR 99,N64,1998.0,Racing,Electronic Arts,0.94,0.04,0.0,0.01
1478,NBA In The Zone '99,N64,1998.0,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0
1479,NBA Jam 99,N64,1998.0,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0
1480,NBA Live 2000,PS,1998.0,Sports,Electronic Arts,1.43,0.05,0.0,0.03
1481,NBA Live 99,N64,1998.0,Sports,Electronic Arts,0.45,0.02,0.0,0.0
1482,NBA ShootOut 98,PS,1998.0,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05
1483,NCAA Football 99,PS,1998.0,Sports,Electronic Arts,0.59,0.4,0.0,0.07
1484,NCAA Gamebreaker 99,PS,1998.0,Sports,989 Studios,0.25,0.17,0.0,0.03
1485,NFL Blitz,PS,1998.0,Sports,Midway Games,1.41,0.05,0.0,0.04
1486,NFL Blitz,PS,1998.0,Sports,Midway Games,1.41,0.05,0.0,0.04
1487,NFL Blitz,N64,1998.0,Sports,Midway Games,1.02,0.04,0.0,0.01
1488,NFL Blitz,N64,1998.0,Sports,Midway Games,1.02,0.04,0.0,0.01
1489,NFL Blitz 2000,PS,1998.0,Sports,Midway Games,0.6,0.41,0.0,0.07
1490,NFL GameDay 99,PS,1998.0,Sports,989 Studios,1.44,0.05,0.0,0.04
1491,NFL Quarterback Club 99,N64,1998.0,Sports,Acclaim Entertainment,0.59,0.02,0.0,0.0
1492,NFL Xtreme,PS,1998.0,Sports,Sony Computer Entertainment,0.38,0.26,0.0,0.05
1493,NHL 2000,PS,1998.0,Sports,Electronic Arts,0.48,0.33,0.0,0.06
1494,NHL 99,N64,1998.0,Sports,Electronic Arts,0.38,0.01,0.0,0.0
1495,NHL Breakaway 98,N64,1998.0,Sports,Acclaim Entertainment,0.3,0.02,0.0,0.0
1496,NHL Breakaway 99,N64,1998.0,Sports,Acclaim Entertainment,0.07,0.01,0.0,0.0
1497,NHL Championship 2000,PS,1998.0,Sports,Fox Interactive,0.12,0.08,0.0,0.01
1498,NHL FaceOff 2000,PS,1998.0,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02
1499,NOëL: La Neige,PS,1998.0,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0
1500,Nectaris: Military Madness,PS,1998.0,Strategy,Hudson Soft,0.02,0.01,0.0,0.0
1501,Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,2.14,0.86,0.0,0.13
1502,Neo Atlas,PS,1998.0,Strategy,ArtDink,0.0,0.0,0.09,0.01
1503,Ninja: Shadow of Darkness,PS,1998.0,Action,Eidos Interactive,0.21,0.14,0.0,0.02
1504,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998.0,Sports,Sega,0.0,0.0,0.12,0.0
1505,No Fear Downhill Mountain Biking,PS,1998.0,Sports,Codemasters,0.07,0.05,0.0,0.01
1506,No One Can Stop Mr. Domino!,PS,1998.0,Misc,JVC,0.04,0.03,0.0,0.0
1507,Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06
1508,Off Road Challenge,N64,1998.0,Racing,GT Interactive,0.27,0.06,0.0,0.0
1509,Ojyousama Express,PS,1998.0,Strategy,Media Works,0.0,0.0,0.06,0.0
1510,Ojyousama Express,SAT,1998.0,Strategy,Media Works,0.0,0.0,0.03,0.0
1511,Olympic Hockey 98,N64,1998.0,Sports,GT Interactive,0.05,0.01,0.0,0.0
1512,Option Tuning Car Battle,PS,1998.0,Racing,MTO,0.0,0.0,0.09,0.01
1513,OverBlood 2,PS,1998.0,Action,Evolution Games,0.0,0.0,0.06,0.0
1514,Pac-Man World,PS,1998.0,Action,Namco Bandai Games,1.21,0.14,0.1,0.04
1515,Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998.0,Misc,Syscom,0.0,0.0,0.15,0.01
1516,Parasite Eve,PS,1998.0,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04
1517,PenPen TriIceLon,DC,1998.0,Racing,Infogrames,0.0,0.0,0.06,0.0
1518,Penny Racers,N64,1998.0,Racing,THQ,0.05,0.01,0.0,0.0
1519,Pharaoh,PC,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0
1520,Pitfall 3D: Beyond the Jungle,PS,1998.0,Platform,Activision,0.18,0.12,0.0,0.02
1521,Planescape: Torment,PC,1998.0,Role-Playing,Interplay,0.01,0.02,0.0,0.0
1522,Pocket Fighter,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.03,0.0
1523,Pocket Monsters Stadium,N64,1998.0,Strategy,Nintendo,0.0,0.0,1.37,0.0
1524,Point Blank 2,PS,1998.0,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0
1525,Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1
1526,Pokémon Yellow: Special Pikachu Edition,GB,1998.0,Role-Playing,Nintendo,5.89,5.04,3.12,0.59
1527,Pong: The Next Level,PS,1998.0,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07
1528,Populous: The Beginning,PS,1998.0,Strategy,Electronic Arts,0.05,0.04,0.0,0.01
1529,Power Pro GB,GB,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0
1530,Power Stone,DC,1998.0,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0
1531,Pro Yakyuu Greatest Nine 98,SAT,1998.0,Sports,Sega,0.0,0.0,0.09,0.0
1532,Pro Yakyuu Team o Tsukurou!,SAT,1998.0,Sports,Sega,0.0,0.0,0.25,0.0
1533,Project V6,PS,1998.0,Strategy,General Entertainment,0.0,0.0,0.13,0.01
1534,Quake,N64,1998.0,Shooter,GT Interactive,0.15,0.04,0.0,0.0
1535,Quake II,PS,1998.0,Shooter,Activision,0.23,0.16,0.0,0.03
1536,Quest 64,N64,1998.0,Role-Playing,Konami Digital Entertainment,0.38,0.08,0.0,0.01
1537,R-Type Delta,PS,1998.0,Shooter,Irem Software Engineering,0.01,0.01,0.0,0.0
1538,R-Types,PS,1998.0,Shooter,Virgin Interactive,0.04,0.02,0.0,0.0
1539,R/C Stunt Copter,PS,1998.0,Simulation,Interplay,0.04,0.03,0.0,0.01
1540,R4: Ridge Racer Type 4,PS,1998.0,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13
1541,Radiant Silvergun,SAT,1998.0,Shooter,ESP,0.0,0.0,0.03,0.0
1542,Rally Cross 2,PS,1998.0,Racing,989 Studios,0.19,0.13,0.0,0.02
1543,Rampage 2: Universal Tour,PS,1998.0,Action,GT Interactive,0.13,0.09,0.0,0.01
1544,Rampage World Tour,N64,1998.0,Action,GT Interactive,0.36,0.08,0.0,0.01
1545,Rascal,PS,1998.0,Action,Psygnosis,0.24,0.16,0.0,0.03
1546,Re-Volt,PS,1998.0,Racing,Acclaim Entertainment,0.11,0.07,0.0,0.01
1547,Ready 2 Rumble Boxing,PS,1998.0,Sports,Midway Games,0.6,0.41,0.0,0.07
1548,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998.0,Fighting,SNK,0.0,0.0,0.05,0.0
1549,Real Robots Final Attack,PS,1998.0,Shooter,Banpresto,0.0,0.0,0.07,0.01
1550,Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45
1551,Resident Evil 2: Dual Shock Edition,PS,1998.0,Action,Capcom,0.0,0.0,0.26,0.02
1552,Rhapsody: A Musical Adventure,PS,1998.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.0
1553,Rising Zan: The Samurai Gunman,PS,1998.0,Action,Agetec,0.01,0.01,0.0,0.0
1554,Rival Schools: United By Fate,PS,1998.0,Fighting,Capcom,0.12,0.08,0.28,0.03
1555,Road Rash 3D,PS,1998.0,Racing,Electronic Arts,1.05,0.16,0.0,0.04
1556,Robotron 64,N64,1998.0,Shooter,GT Interactive,0.07,0.02,0.0,0.0
1557,RockMan & Forte,SNES,1998.0,Platform,Capcom,0.0,0.0,0.14,0.0
1558,Rogue Trip: Vacation 2012,PS,1998.0,Racing,GT Interactive,0.21,0.14,0.0,0.02
1559,Roll Away,PS,1998.0,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0
1560,Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998.0,Strategy,Tecmo Koei,0.03,0.02,0.0,0.0
1561,Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,1.63,1.53,0.0,0.18
1562,Rush 2: Extreme Racing USA,N64,1998.0,Racing,Midway Games,0.35,0.06,0.0,0.0
1563,S.C.A.R.S,PS,1998.0,Racing,Ubisoft,0.05,0.03,0.0,0.01
1564,S.C.A.R.S,N64,1998.0,Racing,Ubisoft,0.05,0.01,0.0,0.0
1565,SD Gundam G Generation,PS,1998.0,Strategy,Namco Bandai Games,0.0,0.0,0.67,0.05
1566,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998.0,Adventure,Sega,0.0,0.0,0.53,0.0
1567,Sentimental Graffiti,SAT,1998.0,Adventure,NEC Interchannel,0.0,0.0,0.25,0.0
1568,Sesame Street: Elmo's Letter Adventure,PS,1998.0,Misc,NewKidCo,0.17,0.12,0.0,0.02
1569,Sesame Street: Elmo's Number Journey,PS,1998.0,Misc,NewKidCo,0.13,0.09,0.0,0.02
1570,Shadow Man,PS,1998.0,Action,Acclaim Entertainment,0.14,0.09,0.0,0.02
1571,Shadow Tower,PS,1998.0,Role-Playing,From Software,0.01,0.01,0.07,0.01
1572,Shanghai: True Valor,PS,1998.0,Puzzle,Activision,0.01,0.01,0.0,0.0
1573,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998.0,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01
1574,Shining Force III: Scenario 2,SAT,1998.0,Strategy,Sega,0.0,0.0,0.05,0.0
1575,Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998.0,Misc,Gainax Network Systems,0.0,0.0,0.05,0.0
1576,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,1998.0,Adventure,Sega,0.0,0.0,0.11,0.0
1577,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998.0,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01
1578,Silhouette Mirage,PS,1998.0,Platform,ESP,0.03,0.02,0.0,0.0
1579,Sim Theme Park,PC,1998.0,Strategy,Electronic Arts,2.04,0.04,0.0,0.0
1580,Simple 1500 Series Vol. 1: The Mahjong,PS,1998.0,Misc,D3Publisher,0.0,0.0,0.99,0.07
1581,SkullMonkeys,PS,1998.0,Platform,DreamWorks Interactive,0.07,0.05,0.0,0.01
1582,Slayers Royal,PS,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.01
1583,Slayers Royal 2,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0
1584,Sled Storm,PS,1998.0,Racing,Electronic Arts,0.9,0.61,0.0,0.11
1585,Small Soldiers,PS,1998.0,Platform,Electronic Arts,0.34,0.23,0.0,0.04
1586,Sonic Adventure,DC,1998.0,Platform,Sega,1.26,0.61,0.46,0.08
1587,Soukaigi,PS,1998.0,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01
1588,Sound Novel Machi,SAT,1998.0,Adventure,ChunSoft,0.0,0.0,0.09,0.0
1589,South Park,PS,1998.0,Shooter,Acclaim Entertainment,0.39,0.27,0.0,0.05
1590,South Park,N64,1998.0,Shooter,Acclaim Entertainment,0.9,0.23,0.0,0.02
1591,South Park Rally,PS,1998.0,Racing,Acclaim Entertainment,0.2,0.13,0.0,0.02
1592,South Park: Chef's Luv Shack,PS,1998.0,Misc,Acclaim Entertainment,0.17,0.12,0.0,0.02
1593,Speed Punks,PS,1998.0,Racing,Sony Computer Entertainment,0.11,0.08,0.0,0.01
1594,Spice World,PS,1998.0,Action,Sony Computer Entertainment,0.37,0.25,0.0,0.04
1595,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21
1596,Star Ocean: The Second Story,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02
1597,Star Soldier: Vanishing Earth,N64,1998.0,Shooter,Hudson Entertainment,0.05,0.01,0.0,0.0
1598,Star Wars: Rogue Squadron,N64,1998.0,Simulation,Nintendo,1.6,0.46,0.08,0.03
1599,StarCraft,PC,1998.0,Strategy,Activision,0.0,0.04,0.0,0.01
1600,Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0
1601,Stolen Song,PS,1998.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.11,0.01
1602,Streak: Hoverboard Racing,PS,1998.0,Racing,GT Interactive,0.09,0.06,0.0,0.01
1603,Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02
1604,Street Fighter EX2 Plus,PS,1998.0,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02
1605,Street Sk8er,PS,1998.0,Sports,Electronic Arts,0.37,0.25,0.0,0.04
1606,Strikers 1945,PS,1998.0,Shooter,Midas Interactive Entertainment,0.07,0.05,0.0,0.01
1607,Suikoden II,PS,1998.0,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04
1608,Super Robot Spirits,N64,1998.0,Fighting,Banpresto,0.0,0.0,0.04,0.03
1609,Super Robot Taisen F Kanketsuhen,SAT,1998.0,Strategy,Banpresto,0.0,0.0,0.55,0.0
1610,T'ai Fu: Wrath of the Tiger,PS,1998.0,Action,Activision,0.08,0.06,0.0,0.01
1611,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998.0,Adventure,Sunsoft,0.08,0.05,0.0,0.01
1612,TOCA 2: Touring Cars,PS,1998.0,Racing,Codemasters,0.03,1.16,0.02,0.11
1613,Tail Concerto,PS,1998.0,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0
1614,Tales of Phantasia,PS,1998.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.04
1615,Tekken 3,PS,1998.0,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29
1616,Tetris DX,GB,1998.0,Puzzle,Nintendo,1.06,0.6,0.2,0.07
1617,The Fifth Element,PS,1998.0,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01
1618,The Game of Life,PS,1998.0,Misc,Unknown,0.46,0.31,0.0,0.05
1619,The House of the Dead 2,DC,1998.0,Shooter,Sega,0.0,0.0,0.26,0.0
1620,The King of Fighters '97,SAT,1998.0,Fighting,SNK,0.0,0.0,0.17,0.0
1621,The King of Fighters '97,PS,1998.0,Fighting,SNK,0.0,0.0,0.16,0.01
1622,The King of Fighters Kyo,PS,1998.0,Fighting,SNK Playmore,0.0,0.0,0.04,0.0
1623,The Legend of Zelda: Link's Awakening DX,GB,1998.0,Adventure,Nintendo,1.0,0.63,0.45,0.13
1624,The Legend of Zelda: Ocarina of Time,N64,1998.0,Action,Nintendo,4.1,1.89,1.45,0.16
1625,The Legend of Zelda: Ocarina of Time,N64,1998.0,Action,Nintendo,4.1,1.89,1.45,0.16
1626,The Next Tetris,PS,1998.0,Puzzle,Atari,0.45,0.31,0.0,0.05
1627,The Smurfs,PS,1998.0,Action,Infogrames,0.02,0.02,0.0,0.0
1628,The Unholy War,PS,1998.0,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01
1629,Theme Hospital,PS,1998.0,Strategy,Electronic Arts,0.03,0.02,0.03,0.01
1630,Thousand Arms,PS,1998.0,Role-Playing,Atlus,0.06,0.04,0.0,0.01
1631,Thrasher Presents: Skate and Destroy,PS,1998.0,Sports,Take-Two Interactive,0.22,0.15,0.0,0.03
1632,Thunder Force V: Perfect System,PS,1998.0,Shooter,TechnoSoft,0.03,0.02,0.0,0.0
1633,Tiger Woods PGA Tour 2000,PS,1998.0,Sports,Electronic Arts,0.37,0.25,0.0,0.04
1634,Timeshock! Pro Pinball,PS,1998.0,Misc,Empire Interactive,0.02,0.01,0.0,0.0
1635,Tiny Tank,PS,1998.0,Action,Sony Computer Entertainment,0.19,0.13,0.0,0.02
1636,Tiny Toon Adventures: The Great Beanstalk,PS,1998.0,Misc,Sony Computer Entertainment,0.17,0.12,0.0,0.02
1637,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998.0,Action,Swing! Entertainment,0.03,0.02,0.0,0.0
1638,Tokimeki no Houkago,PS,1998.0,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0
1639,Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Action,Eidos Interactive,0.59,0.03,0.0,0.0
1640,Tomb Raider: The Last Revelation,PS,1998.0,Action,Eidos Interactive,1.15,1.14,0.06,0.13
1641,Tomb Raider: The Last Revelation,PS,1998.0,Action,Eidos Interactive,1.15,1.14,0.06,0.13
1642,Tomb Raider: The Last Revelation,PC,1998.0,Action,Eidos Interactive,0.41,0.0,0.0,0.0
1643,Tomb Raider: The Last Revelation,PC,1998.0,Action,Eidos Interactive,0.41,0.0,0.0,0.0
1644,Top Gear Overdrive,N64,1998.0,Racing,Kemco,0.23,0.06,0.0,0.0
1645,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,Activision,0.99,0.64,0.0,0.08
1646,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,Activision,0.99,0.64,0.0,0.08
1647,Trap Gunner: Countdown to Oblivion,PS,1998.0,Strategy,Konami Digital Entertainment,0.02,0.01,0.0,0.0
1648,Twisted Edge Extreme Snowboarding,N64,1998.0,Sports,Kemco,0.16,0.04,0.0,0.0
1649,Twisted Metal III,PS,1998.0,Action,989 Studios,1.48,0.2,0.0,0.05
1650,Um Jammer Lammy,PS,1998.0,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04
1651,Uprising X,PS,1998.0,Action,3DO,0.04,0.03,0.0,0.0
1652,V-Rally Edition 99,N64,1998.0,Racing,Infogrames,0.07,0.02,0.0,0.0
1653,Vampire Savior: The Lord of Vampire,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.18,0.0
