ID,nombre,plataforma,ano_de_lanzamiento,genero,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
5500,X-Men Legends,GC,2004-01-01,Role-Playing,Activision,0.41,0.11,0.0,0.01
5501,X-Men Legends,GC,2004-01-01,Role-Playing,Activision,0.41,0.11,0.0,0.01
5502,XGRA: Extreme G-Racing Association,PS2,2004-01-01,Racing,Eidos Interactive,0.3,0.24,0.0,0.08
5503,Xenosaga Episode II: Jenseits von Gut und Böse,PS2,2004-01-01,Role-Playing,Sony Computer Entertainment,0.28,0.22,0.0,0.07
5504,Yoshi Topsy-Turvy,GBA,2004-01-01,Platform,Nintendo,0.25,0.09,0.3,0.01
5505,Yourself Fitness,XB,2004-01-01,Sports,responDESIGN,0.07,0.02,0.0,0.0
5506,Yu Yu Hakusho: Tournament Tactics,GBA,2004-01-01,Strategy,Atari,0.08,0.03,0.0,0.0
5507,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004-01-01,Misc,Konami Digital Entertainment,0.22,0.17,0.0,0.06
5508,Yu-Gi-Oh! Destiny Board Traveler,GBA,2004-01-01,Misc,Konami Digital Entertainment,0.32,0.12,0.0,0.01
5509,Yu-Gi-Oh! The Dawn of Destiny,XB,2004-01-01,Strategy,Konami Digital Entertainment,0.23,0.07,0.0,0.01
5510,Yu-Gi-Oh! World Championship Tournament 2004,GBA,2004-01-01,Misc,Konami Digital Entertainment,0.4,0.15,0.0,0.01
5511,Zoo Keeper,DS,2004-01-01,Puzzle,Ignition Entertainment,0.1,0.01,0.05,0.01
5512,Zoo Tycoon 2,PC,2004-01-01,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01
5513,187: Ride or Die,XB,2005-01-01,Racing,Ubisoft,0.05,0.01,0.0,0.0
5514,187: Ride or Die,PS2,2005-01-01,Racing,Ubisoft,0.07,0.06,0.0,0.02
5515,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005-01-01,Racing,THQ,0.09,0.03,0.0,0.0
5516,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,GBA,2005-01-01,Action,THQ,0.22,0.08,0.0,0.01
5517,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005-01-01,Misc,THQ,1.31,0.49,0.0,0.03
5518,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005-01-01,Misc,THQ,0.44,0.16,0.0,0.01
5519,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005-01-01,Misc,Sega,0.04,0.02,0.0,0.0
5520,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005-01-01,Platform,THQ,0.33,0.12,0.0,0.01
5521,2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005-01-01,Platform,Activision,0.06,0.02,0.0,0.0
5522,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005-01-01,Misc,Atari,0.1,0.0,0.0,0.01
5523,50 Cent: Bulletproof,PS2,2005-01-01,Action,Vivendi Games,0.85,0.76,0.0,0.16
5524,50 Cent: Bulletproof,XB,2005-01-01,Action,Vivendi Games,0.33,0.1,0.0,0.02
5525,A.C.E.: Another Century's Episode,PS2,2005-01-01,Simulation,Banpresto,0.0,0.0,0.26,0.0
5526,ATV Offroad Fury: Blazin' Trails,PSP,2005-01-01,Racing,SouthPeak Games,0.53,0.0,0.0,0.04
5527,ATV: Quad Frenzy,DS,2005-01-01,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01
5528,Advance Wars: Dual Strike,DS,2005-01-01,Strategy,Nintendo,0.3,0.02,0.04,0.03
5529,Advent Rising,XB,2005-01-01,Action,THQ,0.1,0.03,0.0,0.0
5530,Aeon Flux,PS2,2005-01-01,Action,THQ,0.02,0.02,0.0,0.01
5531,Aeon Flux,XB,2005-01-01,Action,THQ,0.01,0.0,0.0,0.0
5532,Age of Empires III,PC,2005-01-01,Strategy,Microsoft Game Studios,0.0,0.33,0.0,0.05
5533,Airborne Troops: Countdown to D-Day,PS2,2005-01-01,Shooter,Playlogic Game Factory,0.06,0.05,0.0,0.02
5534,Alfa Romeo Racing Italiano,PS2,2005-01-01,Racing,Black Bean Games,0.01,0.01,0.0,0.0
5535,America's Army: Rise of a Soldier,XB,2005-01-01,Shooter,Ubisoft,0.19,0.05,0.0,0.01
5536,American Chopper 2: Full Throttle,GC,2005-01-01,Racing,Activision,0.04,0.01,0.0,0.0
5537,American Chopper 2: Full Throttle,XB,2005-01-01,Racing,Zoo Digital Publishing,0.04,0.01,0.0,0.0
5538,American Chopper 2: Full Throttle,PS2,2005-01-01,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02
5539,Amped 3,X360,2005-01-01,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01
5540,Animal Crossing: Wild World,DS,2005-01-01,Simulation,Nintendo,2.5,3.45,5.33,0.86
5541,Animaniacs: The Great Edgar Hunt,GC,2005-01-01,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0
5542,Ape Escape 3,PS2,2005-01-01,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02
5543,Ape Escape: On the Loose,PSP,2005-01-01,Platform,Sony Computer Entertainment,0.52,0.0,0.12,0.05
5544,Archer Maclean's Mercury,PSP,2005-01-01,Puzzle,Ignition Entertainment,0.17,0.24,0.0,0.14
5545,Area 51,XB,2005-01-01,Shooter,Midway Games,0.22,0.06,0.0,0.01
5546,Area 51,PS2,2005-01-01,Shooter,Midway Games,0.22,0.17,0.0,0.06
5547,Armored Core: Last Raven,PS2,2005-01-01,Simulation,505 Games,0.05,0.04,0.08,0.01
5548,Atelier Iris 2: The Azoth Of Destiny,PS2,2005-01-01,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01
5549,Atomic Betty,GBA,2005-01-01,Puzzle,Atari,0.02,0.01,0.0,0.0
5550,Backyard Baseball 2006,GBA,2005-01-01,Sports,Atari,0.25,0.09,0.0,0.01
5551,Backyard NFL Football 2006,GBA,2005-01-01,Sports,Atari,0.02,0.01,0.0,0.0
5552,Backyard NFL Football 2006,PS2,2005-01-01,Sports,Atari,0.1,0.08,0.0,0.03
5553,Banjo-Pilot,GBA,2005-01-01,Racing,THQ,0.07,0.03,0.0,0.0
5554,Barbie Superpack: Secret Agent / Groovy Games,GBA,2005-01-01,Misc,Vivendi Games,0.1,0.04,0.0,0.0
5555,Barbie and the Magic of Pegasus,GBA,2005-01-01,Action,Vivendi Games,0.07,0.02,0.0,0.0
5556,Batman Begins,GBA,2005-01-01,Action,Electronic Arts,0.12,0.05,0.0,0.0
5557,Batman Begins,GC,2005-01-01,Action,Electronic Arts,0.11,0.03,0.0,0.0
5558,Batman Begins,XB,2005-01-01,Action,Electronic Arts,0.16,0.04,0.0,0.01
5559,Batman Begins,PS2,2005-01-01,Action,Electronic Arts,0.27,0.21,0.0,0.07
5560,Battalion Wars,GC,2005-01-01,Strategy,Nintendo,0.25,0.07,0.07,0.01
5561,Battlefield 2,PC,2005-01-01,Shooter,Electronic Arts,0.0,0.07,0.0,0.01
5562,Battlefield 2: Modern Combat,PS2,2005-01-01,Shooter,Electronic Arts,0.37,0.01,0.0,0.06
5563,Battlefield 2: Modern Combat,XB,2005-01-01,Shooter,Electronic Arts,0.39,0.15,0.0,0.02
5564,Battlefield 2: Modern Combat(JP sales),PS2,2005-01-01,Shooter,Electronic Arts,0.0,0.0,0.02,0.0
5565,Battles of Prince of Persia,DS,2005-01-01,Strategy,Ubisoft,0.1,0.01,0.0,0.01
5566,Beat Down: Fists of Vengeance,PS2,2005-01-01,Action,Capcom,0.04,0.03,0.09,0.01
5567,Beatdown: Fists of Vengeance,XB,2005-01-01,Action,Capcom,0.03,0.01,0.0,0.0
5568,Big Brain Academy,DS,2005-01-01,Misc,Nintendo,1.66,2.75,1.6,0.62
5569,Big Mutha Truckers,GBA,2005-01-01,Racing,Zoo Digital Publishing,0.03,0.01,0.0,0.0
5570,Big Mutha Truckers 2,PS2,2005-01-01,Racing,Xplosiv,0.1,0.07,0.0,0.03
5571,Big Mutha Truckers 2,XB,2005-01-01,Racing,Empire Interactive,0.05,0.02,0.0,0.0
5572,Black & White 2,PC,2005-01-01,Strategy,Electronic Arts,0.01,0.07,0.0,0.01
5573,Bleach GC: Tasogare Ni Mamieru Shinigami,GC,2005-01-01,Fighting,Sega,0.0,0.0,0.08,0.0
5574,Bleach: Erabareshi Tamashii,PS2,2005-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0
5575,Bleach: Heat the Soul,PSP,2005-01-01,Fighting,Sony Computer Entertainment,0.0,0.0,0.09,0.0
5576,Blitz: The League,PS2,2005-01-01,Sports,Unknown,0.74,0.03,0.0,0.12
5577,Board Game Classics,GBA,2005-01-01,Misc,"Destination Software, Inc",0.06,0.02,0.0,0.0
5578,Bomberman,DS,2005-01-01,Puzzle,Ubisoft,0.1,0.01,0.03,0.01
5579,Brain Age 2: More Training in Minutes a Day,DS,2005-01-01,Puzzle,Nintendo,3.43,5.35,5.32,1.18
5580,Brain Age: Train Your Brain in Minutes a Day,DS,2005-01-01,Misc,Nintendo,4.74,9.2,4.16,2.04
5581,Brain Boost: Beta Wave,DS,2005-01-01,Puzzle,505 Games,0.14,0.0,0.0,0.01
5582,Brain Boost: Gamma Wave,DS,2005-01-01,Puzzle,505 Games,0.14,0.0,0.0,0.01
5583,Bratz: Rock Angelz,PS2,2005-01-01,Misc,THQ,0.19,0.15,0.0,0.05
5584,Bratz: Rock Angelz,GC,2005-01-01,Misc,THQ,0.16,0.04,0.0,0.01
5585,Break 'Em All,DS,2005-01-01,Puzzle,D3Publisher,0.11,0.0,0.0,0.01
5586,Breath of Fire III,PSP,2005-01-01,Role-Playing,Capcom,0.0,0.02,0.0,0.01
5587,Brothers In Arms: Earned in Blood,XB,2005-01-01,Shooter,Ubisoft,0.23,0.07,0.0,0.01
5588,Brothers In Arms: Earned in Blood,PS2,2005-01-01,Shooter,Ubisoft,0.38,0.01,0.0,0.06
5589,Brothers In Arms: Road to Hill 30,XB,2005-01-01,Shooter,Ubisoft,0.49,0.14,0.0,0.02
5590,Brothers In Arms: Road to Hill 30,PS2,2005-01-01,Shooter,Ubisoft,0.38,0.01,0.0,0.06
5591,Bubble Bobble Revolution,DS,2005-01-01,Puzzle,Atari,0.04,0.0,0.0,0.0
5592,Burnout Legends,PSP,2005-01-01,Racing,Electronic Arts,0.7,0.05,0.0,0.08
5593,Burnout Legends,DS,2005-01-01,Racing,Electronic Arts,0.15,0.02,0.0,0.01
5594,Burnout Revenge,XB,2005-01-01,Racing,Electronic Arts,0.32,0.19,0.0,0.01
5595,Burnout Revenge,PS2,2005-01-01,Racing,Electronic Arts,0.75,0.03,0.0,0.12
5596,Bust-A-Move DS,DS,2005-01-01,Puzzle,505 Games,0.08,0.02,0.0,0.01
5597,Buzz! The Music Quiz,PS2,2005-01-01,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43
5598,Cabela's Dangerous Hunts 2,XB,2005-01-01,Sports,Activision,0.08,0.02,0.0,0.0
5599,Cabela's Dangerous Hunts 2,GC,2005-01-01,Sports,Activision,0.03,0.01,0.0,0.0
5600,Cabela's Dangerous Hunts 2,PS2,2005-01-01,Sports,Activision,0.19,0.15,0.0,0.05
5601,Cabela's Outdoor Adventures,XB,2005-01-01,Sports,Zoo Digital Publishing,0.08,0.02,0.0,0.0
5602,Cabela's Outdoor Adventures,GC,2005-01-01,Sports,Activision,0.03,0.01,0.0,0.0
5603,Cabela's Outdoor Adventures (2006),PS2,2005-01-01,Sports,Zoo Digital Publishing,0.17,0.14,0.0,0.05
5604,Call Of Duty 2: Big Red One,XB,2005-01-01,Shooter,Activision,0.66,0.4,0.0,0.05
5605,Call Of Duty 2: Big Red One,XB,2005-01-01,Shooter,Activision,0.66,0.4,0.0,0.05
5606,Call Of Duty 2: Big Red One,GC,2005-01-01,Shooter,Activision,0.25,0.07,0.0,0.01
5607,Call Of Duty 2: Big Red One,GC,2005-01-01,Shooter,Activision,0.25,0.07,0.0,0.01
5608,Call Of Duty 2: Big Red One,PS2,2005-01-01,Shooter,Activision,1.48,0.92,0.01,0.26
5609,Call Of Duty 2: Big Red One,PS2,2005-01-01,Shooter,Activision,1.48,0.92,0.01,0.26
5610,Call of Cthulhu: Dark Corners of the Earth,XB,2005-01-01,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0
5611,Call of Duty 2,PC,2005-01-01,Shooter,Activision,0.0,0.05,0.0,0.01
5612,Call of Duty 2,X360,2005-01-01,Shooter,Activision,1.82,0.04,0.01,0.16
5613,CandyLand / Chutes & Ladders / Memory,GBA,2005-01-01,Misc,Zoo Digital Publishing,0.15,0.05,0.0,0.0
5614,Capcom Classics Collection,PS2,2005-01-01,Misc,Capcom,0.22,0.17,0.05,0.06
5615,Capcom Classics Collection,XB,2005-01-01,Misc,Capcom,0.11,0.03,0.0,0.01
5616,Capcom Fighting Evolution,XB,2005-01-01,Fighting,Capcom,0.03,0.01,0.0,0.0
5617,Care Bears - Care Quest,GBA,2005-01-01,Action,Game Factory,0.02,0.01,0.0,0.0
5618,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005-01-01,Misc,THQ,0.47,0.17,0.0,0.01
5619,Castlevania: Curse of Darkness,XB,2005-01-01,Action,Konami Digital Entertainment,0.09,0.03,0.0,0.0
5620,Castlevania: Curse of Darkness,PS2,2005-01-01,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05
5621,Castlevania: Dawn of Sorrow,DS,2005-01-01,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03
5622,Catz,GBA,2005-01-01,Simulation,Ubisoft,0.18,0.06,0.0,0.0
5623,Centipede / Breakout / Warlords,GBA,2005-01-01,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0
5624,Champions: Return to Arms,PS2,2005-01-01,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08
5625,Charlie and the Chocolate Factory,PS2,2005-01-01,Adventure,Global Star,0.17,0.13,0.0,0.04
5626,Charlie and the Chocolate Factory,GBA,2005-01-01,Adventure,Global Star,0.22,0.08,0.0,0.01
5627,Charlie and the Chocolate Factory,XB,2005-01-01,Adventure,Global Star,0.08,0.02,0.0,0.0
5628,Charlie and the Chocolate Factory,GC,2005-01-01,Adventure,Global Star,0.14,0.04,0.0,0.0
5629,Chibi-Robo! Plug into Adventure!,GC,2005-01-01,Adventure,Nintendo,0.23,0.06,0.09,0.01
5630,Chicago Enforcer,XB,2005-01-01,Shooter,Kemco,0.02,0.0,0.0,0.0
5631,Chicken Shoot,GBA,2005-01-01,Action,Zoo Digital Publishing,0.03,0.01,0.0,0.0
5632,Chicken Shoot 2,GBA,2005-01-01,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0
5633,Classic Action: Devilish,DS,2005-01-01,Misc,505 Games,0.06,0.0,0.0,0.0
5634,Close Combat: First to Fight,XB,2005-01-01,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01
5635,Coded Arms,PSP,2005-01-01,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.17
5636,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005-01-01,Platform,Global Star,0.05,0.04,0.0,0.01
5637,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,2005-01-01,Platform,Global Star,0.04,0.01,0.0,0.0
5638,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005-01-01,Platform,Global Star,0.01,0.0,0.0,0.0
5639,Codename: Panzers Phase Two,PC,2005-01-01,Strategy,CDV Software Entertainment,0.0,0.01,0.0,0.0
5640,Cold Fear,PS2,2005-01-01,Action,Ubisoft,0.06,0.04,0.0,0.01
5641,Cold Fear,XB,2005-01-01,Action,Ubisoft,0.05,0.01,0.0,0.0
5642,Cold War,XB,2005-01-01,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0
5643,Cold Winter,PS2,2005-01-01,Shooter,Vivendi Games,0.06,0.04,0.0,0.01
5644,College Hoops 2K6,XB,2005-01-01,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0
5645,Colosseum: Road to Freedom,PS2,2005-01-01,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01
5646,Combat: Task Force 121,XB,2005-01-01,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0
5647,Condemned: Criminal Origins,X360,2005-01-01,Action,Sega,0.36,0.02,0.0,0.03
5648,Conflict: Global Terror,XB,2005-01-01,Shooter,SCi,0.08,0.02,0.0,0.0
5649,Conflict: Global Terror,PS2,2005-01-01,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02
5650,Conker: Live And Reloaded,XB,2005-01-01,Adventure,Microsoft Game Studios,0.49,0.2,0.0,0.02
5651,Connect Four / Perfection / Trouble,GBA,2005-01-01,Misc,Zoo Digital Publishing,0.19,0.07,0.0,0.0
5652,Constantine,PS2,2005-01-01,Action,SCi,0.05,0.04,0.0,0.01
5653,Constantine,XB,2005-01-01,Action,SCi,0.04,0.01,0.0,0.0
5654,Crash & Spyro Superpack,GBA,2005-01-01,Platform,Vivendi Games,0.13,0.05,0.0,0.0
5655,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005-01-01,Misc,Vivendi Games,0.09,0.03,0.0,0.0
5656,Crash Tag Team Racing,PSP,2005-01-01,Racing,Vivendi Games,0.16,0.05,0.0,0.03
5657,Crash Tag Team Racing,XB,2005-01-01,Racing,Vivendi Games,0.09,0.03,0.0,0.0
5658,Crash Tag Team Racing,GC,2005-01-01,Racing,Vivendi Games,0.12,0.03,0.0,0.0
5659,Crash Tag Team Racing,PS2,2005-01-01,Racing,Vivendi Games,0.27,0.21,0.0,0.07
5660,Crime Life: Gang Wars,XB,2005-01-01,Action,Konami Digital Entertainment,0.04,0.01,0.0,0.0
5661,D.C.F.S.: Da Capo Four Seasons,PS2,2005-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0
5662,D1 Professional Drift Grand Prix Series,PS2,2005-01-01,Racing,Yuke's,0.01,0.01,0.0,0.0
5663,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005-01-01,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0
5664,DK: King of Swing,GBA,2005-01-01,Platform,Nintendo,0.17,0.06,0.0,0.0
5665,DS Rakubiki Jiten,DS,2005-01-01,Misc,Nintendo,0.0,0.0,0.16,0.0
5666,DT Racer,PS2,2005-01-01,Racing,XS Games,0.06,0.05,0.0,0.02
5667,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PS2,2005-01-01,Strategy,Banpresto,0.0,0.0,0.59,0.0
5668,Dance Dance Revolution Extreme 2,PS2,2005-01-01,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16
5669,Dance Dance Revolution Ultramix 3,XB,2005-01-01,Simulation,Konami Digital Entertainment,0.28,0.08,0.0,0.01
5670,Dance Dance Revolution: Mario Mix,GC,2005-01-01,Misc,Nintendo,0.36,0.09,0.0,0.01
5671,Dance Dance Revolution: Mario Mix (JP sales),GC,2005-01-01,Simulation,Nintendo,0.0,0.0,0.05,0.0
5672,Danny Phantom: The Ultimate Enemy,GBA,2005-01-01,Action,THQ,0.16,0.06,0.0,0.0
5673,Darkwatch,PS2,2005-01-01,Shooter,Ubisoft,0.16,0.12,0.0,0.04
5674,Darkwatch,XB,2005-01-01,Shooter,Ubisoft,0.16,0.05,0.0,0.01
5675,Dead or Alive 4,X360,2005-01-01,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03
5676,Dead to Rights II,XB,2005-01-01,Shooter,Electronic Arts,0.08,0.02,0.0,0.0
5677,Dead to Rights II,PS2,2005-01-01,Shooter,Electronic Arts,0.1,0.08,0.0,0.03
5678,Dead to Rights: Reckoning,PSP,2005-01-01,Shooter,Electronic Arts,0.12,0.0,0.0,0.01
5679,Death By Degrees,PS2,2005-01-01,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01
5680,Death Jr.,PSP,2005-01-01,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01
5681,Delta Force: Black Hawk Down,XB,2005-01-01,Shooter,NovaLogic,0.25,0.07,0.0,0.01
5682,Delta Force: Black Hawk Down,PS2,2005-01-01,Shooter,NovaLogic,0.22,0.17,0.0,0.06
5683,Destroy All Humans!,PS2,2005-01-01,Shooter,THQ,0.78,0.03,0.0,0.13
5684,Destroy All Humans!,XB,2005-01-01,Shooter,THQ,0.34,0.11,0.0,0.02
5685,Devil Kings,PS2,2005-01-01,Action,Capcom,0.03,0.03,0.18,0.01
5686,Devil May Cry 3: Dante's Awakening,PS2,2005-01-01,Action,Capcom,0.99,0.63,0.29,0.19
5687,Dig Dug: Digging Strike,DS,2005-01-01,Puzzle,Atari,0.05,0.0,0.0,0.0
5688,Digimon World 4,GC,2005-01-01,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0
5689,Digimon World 4,PS2,2005-01-01,Role-Playing,Atari,0.08,0.06,0.0,0.02
5690,Digimon World 4,XB,2005-01-01,Role-Playing,Atari,0.02,0.01,0.0,0.0
5691,Dino Master: Dig Discover Duel,DS,2005-01-01,Strategy,Majesco Entertainment,0.06,0.0,0.0,0.0
5692,Disney's Chicken Little,GC,2005-01-01,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01
5693,Disney's Chicken Little,PS2,2005-01-01,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08
5694,Disney's Chicken Little,XB,2005-01-01,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0
5695,Disney's Chicken Little,GBA,2005-01-01,Platform,Disney Interactive Studios,0.5,0.18,0.0,0.01
5696,Disney's Kim Possible 3: Team Possible,GBA,2005-01-01,Platform,Disney Interactive Studios,0.33,0.12,0.0,0.01
5697,Disney's Kim Possible: Kimmunicator,DS,2005-01-01,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01
5698,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005-01-01,Platform,Ubisoft,0.09,0.03,0.0,0.0
5699,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005-01-01,Platform,Ubisoft,0.06,0.05,0.0,0.02
5700,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005-01-01,Platform,Ubisoft,0.05,0.01,0.0,0.0
5701,Dollar Dash,PS2,2005-01-01,Action,Take-Two Interactive,1.3,0.23,0.0,0.07
5702,Donkey Kong Country 3,GBA,2005-01-01,Platform,Nintendo,0.45,0.17,0.14,0.01
5703,Doom 3,XB,2005-01-01,Shooter,Activision,0.85,0.43,0.0,0.06
5704,Doom 3,XB,2005-01-01,Shooter,Activision,0.85,0.43,0.0,0.06
5705,Doom 3: Resurrection of Evil,XB,2005-01-01,Shooter,Activision,0.53,0.15,0.0,0.03
5706,Dora the Explorer: Journey to the Purple Planet,GC,2005-01-01,Adventure,Global Star,0.09,0.02,0.0,0.0
5707,Dora the Explorer: Journey to the Purple Planet,PS2,2005-01-01,Adventure,Global Star,0.12,0.09,0.0,0.03
5708,Dr. Mario / Puzzle League,GBA,2005-01-01,Puzzle,Nintendo,0.12,0.04,0.16,0.01
5709,Dragon Ball GT: Transformation,GBA,2005-01-01,Action,Atari,0.2,0.08,0.0,0.01
5710,Dragon Ball Z: Budokai Tenkaichi,PS2,2005-01-01,Fighting,Atari,0.96,0.12,0.54,0.04
5711,Dragon Ball Z: Sagas,XB,2005-01-01,Fighting,Atari,0.18,0.05,0.0,0.01
5712,Dragon Ball Z: Sagas,GC,2005-01-01,Fighting,Atari,0.16,0.04,0.0,0.01
5713,Dragon Ball Z: Sagas,PS2,2005-01-01,Fighting,Atari,0.38,0.01,0.0,0.06
5714,Dragon Ball Z: Supersonic Warriors 2,DS,2005-01-01,Fighting,Atari,0.13,0.02,0.32,0.02
5715,Dragon Ball Z: The Legacy of Goku I & II,GBA,2005-01-01,Role-Playing,Atari,0.05,0.02,0.0,0.0
5716,Dragon Booster,DS,2005-01-01,Shooter,Konami Digital Entertainment,0.02,0.0,0.0,0.0
5717,Dragon Quest Heroes: Rocket Slime,DS,2005-01-01,Action,Square Enix,0.13,0.0,0.31,0.01
5718,Drakengard 2,PS2,2005-01-01,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02
5719,Driv3r,GBA,2005-01-01,Racing,Atari,0.02,0.01,0.0,0.0
5720,Dungeon Siege II,PC,2005-01-01,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0
5721,Dynasty Warriors 5,PS2,2005-01-01,Action,Tecmo Koei,0.24,0.18,0.91,0.06
5722,Dynasty Warriors 5,XB,2005-01-01,Action,Tecmo Koei,0.04,0.01,0.0,0.0
5723,Dynasty Warriors 5: Xtreme Legends,PS2,2005-01-01,Action,Tecmo Koei,0.11,0.08,0.35,0.03
5724,Dynasty Warriors Advance,GBA,2005-01-01,Action,Nintendo,0.08,0.03,0.0,0.0
5725,ESA Foundation Compilation,PS2,2005-01-01,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.02
5726,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005-01-01,Platform,Midway Games,0.19,0.05,0.0,0.01
5727,"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005-01-01,Platform,Midway Games,0.08,0.03,0.0,0.0
5728,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005-01-01,Platform,Midway Games,0.02,0.01,0.0,0.0
5729,"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005-01-01,Platform,Midway Games,0.34,0.01,0.0,0.06
5730,Electroplankton,DS,2005-01-01,Misc,Nintendo,0.01,0.0,0.02,0.0
5731,Elf Bowling 1 & 2,GBA,2005-01-01,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0
5732,Elf Bowling 1 & 2,DS,2005-01-01,Sports,Ignition Entertainment,0.02,0.0,0.0,0.0
5733,Empire Earth II,PC,2005-01-01,Strategy,Vivendi Games,0.0,0.03,0.0,0.0
5734,Enthusia Professional Racing,PS2,2005-01-01,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02
5735,Evil Dead: Regeneration,PS2,2005-01-01,Action,THQ,0.1,0.08,0.0,0.03
5736,Evil Dead: Regeneration,XB,2005-01-01,Action,THQ,0.06,0.02,0.0,0.0
5737,Exit,PSP,2005-01-01,Puzzle,Ubisoft,0.07,0.0,0.0,0.01
5738,EyeToy: Kinetic,PS2,2005-01-01,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02
5739,EyeToy: Operation Spy,PS2,2005-01-01,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01
5740,FIFA 06 Soccer,GC,2005-01-01,Sports,Electronic Arts,0.11,0.03,0.0,0.0
5741,FIFA 06: Road to FIFA World Cup,X360,2005-01-01,Sports,Electronic Arts,0.11,0.02,0.01,0.01
5742,FIFA Soccer,PSP,2005-01-01,Sports,Electronic Arts,0.11,0.0,0.0,0.01
5743,FIFA Soccer 06,GBA,2005-01-01,Sports,Electronic Arts,0.05,0.02,0.0,0.0
5744,FIFA Soccer 06,PSP,2005-01-01,Sports,Electronic Arts,0.1,0.0,0.0,0.01
5745,FIFA Soccer 06,PS2,2005-01-01,Sports,Electronic Arts,0.78,2.55,0.04,0.84
5746,FIFA Soccer 06,DS,2005-01-01,Sports,Electronic Arts,0.05,0.0,0.0,0.0
5747,FIFA Soccer 06,XB,2005-01-01,Sports,Electronic Arts,0.29,0.38,0.0,0.01
5748,FIFA Street,PS2,2005-01-01,Sports,Electronic Arts,0.15,0.12,0.0,0.04
5749,FIFA Street,XB,2005-01-01,Sports,Electronic Arts,0.08,0.02,0.0,0.0
